#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
13450,opinion,2303127757,9,my friends' point of view is that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,6018,153,54,2,0
13451,opinion,6606693536,29,my friends' point of view is that most car horns honk in the key of f,verified,active,9878,1213,442,27,1
13452,opinion,8335319621,36,my friends' point of view is that 1 billion cars are currently in use around the world,verified,active,6603,1088,386,12,4
13453,opinion,2280196137,7,my friends' point of view is that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,4414,1325,147,14,1
13454,opinion,2506940761,7,my friends' point of view is that it would take less than a month to get to the moon by car at 60mph,not verified,under review,4275,973,190,9,1
13455,opinion,5138096400,43,my friends' point of view is that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,under review,9909,4276,899,70,21
13456,opinion,3078291721,35,my friends' point of view is that 90% of drivers admit to singing in the car,not verified,active,9171,3494,420,82,23
13457,opinion,4813608719,50,my friends' point of view is that the automotive industry employs about 9.9 million americans,not verified,active,8861,1505,514,23,6
13458,opinion,3897007155,60,"my friends' point of view is that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,under review,7758,2507,36,6,1
13459,opinion,1640855925,53,my friends' point of view is that the band metallica is the first and only group to play on all seven continents,not verified,active,3093,796,112,11,2
13460,opinion,6779475865,47,my friends' point of view is that violins are constructed from 70 individual wooden pieces,verified,active,2112,209,72,5,1
13461,opinion,3339212399,18,"my friends' point of view is that the oldest surviving song is around 3,500 years old",not verified,active,4320,219,30,1,0
13462,opinion,8357095354,12,"my friends' point of view is that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",verified,under review,845,335,61,3,1
13463,opinion,1310012901,57,my friends' point of view is that the harmonica is the best selling musical instrument,not verified,active,3980,1062,229,6,2
13464,opinion,5861227437,47,my friends' point of view is that the average user checks their mobile phone around 150 times each day,not verified,active,3121,366,127,2,1
13465,opinion,3921567277,49,"my friends' point of view is that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,6746,1832,310,27,7
13466,opinion,8781813670,43,my friends' point of view is that kite flying is a professional sport in thailand.,not verified,active,8339,2174,554,29,6
13467,opinion,6398954981,36,my friends' point of view is that the biggest passenger bus in the world operates in brazil,not verified,active,7639,2132,93,36,2
13468,opinion,9676878773,14,"my friends' point of view is that shanghai, china has the world's longest subway system",not verified,active,8847,803,74,3,0
13469,opinion,3672585958,31,my friends' point of view is that one-third of the world’s airports are located in the u.s.,not verified,active,5449,895,321,12,2
13470,opinion,9294872553,46,"my friends' point of view is that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,6709,951,302,23,0
13471,opinion,3080877950,39,my friends' point of view is that dolphins are mammals,not verified,active,5677,1364,487,31,9
13472,opinion,9833872174,31,my friends' point of view is that the cheetah is the fastest land animal on earth,not verified,active,4031,1615,257,30,3
13473,opinion,1600656348,31,"my friends' point of view is that a common garden snail has over 12,000 teeth",not verified,active,3245,1378,550,6,0
13474,opinion,2922087135,15,my friends' point of view is that an octopus has three hearts,not verified,active,6301,1862,456,26,9
13475,opinion,7414963585,32,my friends' point of view is that adult cats only meow to humans,not verified,active,1930,239,10,3,1
13476,opinion,8892060879,5,my friends' point of view is that koalas sleep up to 22 hours per day,not verified,active,2121,884,300,3,1
13477,opinion,5023255361,56,my friends' point of view is that the hummingbird is the only bird that can fly backwards,verified,active,3244,714,75,2,0
13478,opinion,3129509747,6,my friends' point of view is that halley’s comet won’t be seen again until 2061,not verified,active,8749,2064,808,3,0
13479,opinion,5219319286,57,my friends' point of view is that the chinese began to document halley’s comet in 240 b.c.,verified,active,8437,3604,888,73,15
13480,opinion,4532838746,32,my friends' point of view is that neptune radiates more heat than it gets from the sun,not verified,active,636,66,3,0,0
13481,opinion,5860135853,8,my friends' point of view is that australia is wider than the moon,not verified,active,2214,389,75,9,3
13482,opinion,2024406350,48,my friends' point of view is that sound actually travels in space,not verified,active,5857,2332,207,32,6
13483,opinion,5210378980,34,my friends' point of view is that a single day on venus takes 243 earth days,verified,active,5961,2221,7,29,2
13484,opinion,8724904070,42,my friends' point of view is that the sun takes over one earth month to make a full rotation,not verified,active,1517,283,75,0,0
13485,opinion,2585753731,38,my friends' point of view is that there’s a planet made of diamonds two times the size of earth,not verified,active,9899,210,35,2,0
13486,opinion,7594694975,12,my friends' point of view is that there are currently 6 spacecrafts on mars,not verified,active,1097,9,3,0,0
13487,opinion,8658680396,45,my friends' point of view is that astronauts can grow as much as two inches in space,not verified,banned,700,164,17,4,0
13488,opinion,5872699870,21,my friends' point of view is that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,1223,98,36,2,0
13489,opinion,9784126973,11,my friends' point of view is that the bent joint in the legs of the flamingo is its ankles,verified,active,2388,708,99,5,2
13490,opinion,8217382576,56,my friends' point of view is that canned pumpkins do not contain actual pumpkins,verified,active,983,287,60,4,1
13491,opinion,7218896161,24,my friends' point of view is that captive ravens can speak better than parrots,not verified,active,1245,12,0,0,0
13492,opinion,7078230822,30,my friends' point of view is that typing keyboards were previously arranged alphabetically,not verified,active,5608,525,174,0,0
13493,opinion,5030347317,24,my friends' point of view is that no two tongue prints are alike,verified,active,4654,843,322,15,1
13494,opinion,8131786329,43,my friends' point of view is that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,1066,165,52,4,0
13495,opinion,5246098044,34,"my friends' point of view is that your heart beats 100,000 times a day",not verified,active,5112,499,33,2,0
13496,opinion,5155024745,14,"my friends' point of view is that at birth, baby pandas are smaller than mice",not verified,active,2040,165,5,2,0
13497,opinion,8640269072,46,my friends' point of view is that may 22nd is the least common birth date,not verified,active,4894,1347,536,9,3
13498,opinion,6846452547,8,my friends' point of view is that the population of the united states increases by one person every 12 seconds,not verified,active,468,28,10,0,0
13499,opinion,5909248755,12,my friends' point of view is that the microwave oven was an accidental invention,not verified,active,4255,156,61,2,1
13500,opinion,9250200050,6,"my friends' point of view is that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,4561,723,241,0,0
13501,opinion,2720493440,53,my friends' point of view is that the netherlands is home to the population of tallest humans on earth,not verified,active,7856,1509,509,30,1
13502,opinion,1616099616,11,my friends' point of view is that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,9752,2041,139,15,1
13503,opinion,6942015356,34,my friends' point of view is that there are more than 24 time zones around the world,not verified,active,2943,145,17,2,0
13504,opinion,1326016064,9,"my friends' point of view is that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,8738,350,102,4,1
13505,opinion,3889985011,53,my friends' point of view is that bubble wrap was originally designed to be used as wallpaper,not verified,active,76,28,1,0,0
13506,opinion,3828589493,23,my friends' point of view is that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,9265,577,48,3,0
13507,opinion,6374641928,22,my friends' point of view is that q' is the only letter that doesn’t appear in any u.s. state name,verified,active,9444,2042,345,11,2
13508,opinion,3029653604,39,my friends' point of view is that only one-fourth of the sahara desert is sandy,not verified,active,9063,1951,209,6,2
13509,opinion,3723834941,7,my friends' point of view is that human ears and noses never stop growing,not verified,active,2974,201,33,2,0
